total,less_10000_total,less_10000_dialup,less_10000_broadband,less_10000_none,_10000_19900_total,_10000_19900_dialup,_10000_19900_broadband,_10000_19900_none,_20000_34999_total,_20000_34999_dialup,_20000_34999_broadband,_20000_34999_none,_35000_49999_total,_35000_49999_dialup,_35000_49999_broadband,_35000_49999_none,_50000_74900_total,_50000_74900_dialup,_50000_74900_broadband,_50000_74900_none,greater_75000_total,greater_75000_dialup,greater_75000_broadband,greater_75000_none,id,geographic_area_name
158368,4445,102,2730,1613,8165,0,5788,2377,16119,155,12412,3552,15906,0,13912,1994,23979,136,22195,1648,89754,41,88448,1265,55133,"Waukesha County, Wisconsin"
71332,3943,63,2755,1125,5068,36,3305,1727,12341,58,9570,2713,9778,0,7406,2372,14691,11,13607,1073,25511,9,24667,835,55139,"Winnebago County, Wisconsin"
32274,1452,77,595,780,3302,22,2168,1112,4532,32,3537,963,5249,27,4359,863,7244,34,6373,837,10495,22,9859,614,55141,"Wood County, Wisconsin"
39678,1557,0,1100,457,3514,0,2490,1024,5855,0,4590,1265,4365,0,3927,438,7547,0,6858,689,16840,0,16139,701,56021,"Laramie County, Wyoming"
32240,1645,0,1195,450,1977,0,1402,575,4475,61,3122,1292,4070,0,3392,678,6533,0,5632,901,13540,40,12499,1001,56025,"Natrona County, Wyoming"
30206,9480,112,4646,4722,6699,52,3604,3043,6290,69,4459,1762,4067,0,3639,428,2387,0,2066,321,1283,0,1283,0,72013,"Arecibo Municipio, Puerto Rico"
64932,14265,0,9185,5080,12575,115,8021,4439,13068,91,10322,2655,9356,37,8602,717,9573,0,9038,535,6095,0,5921,174,72021,"Bayamón Municipio, Puerto Rico"
47374,10063,32,5716,4315,8635,0,5205,3430,10238,0,8184,2054,6854,187,5915,752,5743,247,5119,377,5841,0,5739,102,72025,"Caguas Municipio, Puerto Rico"
61313,13053,92,7368,5593,12732,0,8654,4078,13776,57,10903,2816,8930,0,7599,1331,6698,45,5879,774,6124,0,5959,165,72031,"Carolina Municipio, Puerto Rico"
27857,4075,0,2124,1951,4602,0,2583,2019,4872,0,3180,1692,3765,0,2854,911,4218,0,3888,330,6325,0,6244,81,72061,"Guaynabo Municipio, Puerto Rico"
30909,13414,73,8380,4961,6860,29,4413,2418,4886,0,4092,794,2546,0,1885,661,1443,0,1226,217,1760,0,1652,108,72097,"Mayagüez Municipio, Puerto Rico"
53450,15218,106,8302,6810,13618,85,8592,4941,11773,0,8540,3233,5813,0,4493,1320,3419,0,3136,283,3609,0,3275,334,72113,"Ponce Municipio, Puerto Rico"
147267,41164,271,11377,29516,26745,161,10383,16201,25099,504,12928,11667,18715,517,12520,5678,15303,512,11051,3740,20241,422,18344,1475,72127,"San Juan Municipio, Puerto Rico"
21511,4764,45,1028,3691,4110,0,876,3234,4367,56,722,3589,2294,0,1104,1190,3598,0,2225,1373,2378,0,1814,564,72135,"Toa Alta Municipio, Puerto Rico"
26085,6008,0,1433,4575,4291,0,1291,3000,5815,26,2455,3334,4360,0,2365,1995,3091,0,1984,1107,2520,77,1882,561,72137,"Toa Baja Municipio, Puerto Rico"
23195,3431,0,1802,1629,4486,0,2927,1559,4911,0,3647,1264,3154,43,2802,309,3749,0,3498,251,3464,0,3394,70,72139,"Trujillo Alto Municipio, Puerto Rico"
